Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2025-09-06 15:02:09.333,11551.0,289.0,7,100.0,False,8,car,0 days 00:01:15.378000,0 days 01:14:48.756000,5463.2908333333335
2025-09-06 15:02:09.533,11672.0,292.0,7,100.0,False,8,car,0 days 00:01:15.578000,0 days 01:14:48.956000,5479.513055555556
2025-09-06 15:02:09.853,10832.0,294.0,7,100.0,False,8,car,0 days 00:01:15.898000,0 days 01:14:49.276000,5505.646388888889
2025-09-06 15:02:10.173,10649.0,299.0,8,100.0,False,8,car,0 days 00:01:16.218000,0 days 01:14:49.596000,5532.224166666668
2025-09-06 15:02:10.532,10852.0,303.0,8,100.0,False,8,car,0 days 00:01:16.577000,0 days 01:14:49.955000,5562.4400000000005
2025-09-06 15:02:10.733,10902.0,305.0,8,100.0,False,8,car,0 days 00:01:16.778000,0 days 01:14:50.156000,5579.469166666668
2025-09-06 15:02:10.973,11002.0,307.0,8,100.0,False,8,car,0 days 00:01:17.018000,0 days 01:14:50.396000,5599.935833333334
2025-09-06 15:02:11.373,11062.0,310.0,8,100.0,False,8,car,0 days 00:01:17.418000,0 days 01:14:50.796000,5634.380277777779
2025-09-06 15:02:11.813,11125.0,313.0,8,100.0,False,8,car,0 days 00:01:17.858000,0 days 01:14:51.236000,5672.635833333335
2025-09-06 15:02:12.173,11181.0,314.0,8,100.0,False,8,car,0 days 00:01:18.218000,0 days 01:14:51.596000,5704.035833333334
2025-09-06 15:02:12.493,11193.0,315.0,8,100.0,False,8,car,0 days 00:01:18.538000,0 days 01:14:51.916000,5732.035833333333
2025-09-06 15:02:12.733,11251.0,316.0,8,100.0,False,10,car,0 days 00:01:18.778000,0 days 01:14:52.156000,5753.102500000001
